Event	ID	Name			Wwise Object Path	Notes
	602787445	Play_Dragon_Base			\Default Work Unit\Play_Dragon_Base	
	630496935	Play_Player_Footstep_L			\Default Work Unit\Play_Player_Footstep_L	
	1368704831	Play_Player_Footsep_R			\Default Work Unit\Play_Player_Footsep_R	

State Group	ID	Name			Wwise Object Path	Notes
	3420125775	DragonState			\Default Work Unit\DragonState	

State	ID	Name	State Group			Notes
	748895195	None	DragonState			
	1942738266	Rage	DragonState			
	2799695215	Patrolling	DragonState			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	304579749	armor_07_R_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_07.R.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R_Armor\armor_07_R_cm-St		954464
	381822101	armor_05_R_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_05.R.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R_Armor\armor_05_R_cm-St		954464
	398279357	FNF_DSDZ_foley_footsteps_rocks_crunchy-36_R	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-36.R_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R\FNF_DSDZ_foley_footsteps_rocks_crunchy-36_R		28768
	409574763	FNF_DSDZ_foley_footsteps_rocks_crunchy-28_L	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-28.L_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L\FNF_DSDZ_foley_footsteps_rocks_crunchy-28_L		50272
	413109476	FNF_DSDZ_foley_footsteps_rocks_crunchy-04_L	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-04.L_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L\FNF_DSDZ_foley_footsteps_rocks_crunchy-04_L		16608
	473774633	armor_07_L_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_07.L.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L_Armor\armor_07_L_cm-St		954464
	480743513	FNF_DSDZ_foley_footsteps_rocks_crunchy-28_R	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-28.R_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R\FNF_DSDZ_foley_footsteps_rocks_crunchy-28_R		50272
	499723518	armor_09_R_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_09.R.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R_Armor\armor_09_R_cm-St		954464
	546808933	FNF_DSDZ_foley_footsteps_rocks_crunchy-16_R	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-16.R_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R\FNF_DSDZ_foley_footsteps_rocks_crunchy-16_R		24672
	574325411	FNF_DSDZ_foley_footsteps_rocks_crunchy-16_L	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-16.L_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L\FNF_DSDZ_foley_footsteps_rocks_crunchy-16_L		24672
	582097372	armor_06_R_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_06.R.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R_Armor\armor_06_R_cm-St		954464
	589645575	footsteps base	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\footsteps base_63111BAC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L_Base\footsteps base		89412
	609307186	FNF_DSDZ_foley_footsteps_rocks_crunchy-04_R	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-04.R_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R\FNF_DSDZ_foley_footsteps_rocks_crunchy-04_R		18016
	626841887	armor_04_L_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_04.L.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L_Armor\armor_04_L_cm-St		954464
	653133887	footsteps base	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\footsteps base_674FC0A8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R_Base\footsteps base		72292
	660131341	FNF_DSDZ_foley_footsteps_rocks_crunchy-24_R	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-24.R_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R\FNF_DSDZ_foley_footsteps_rocks_crunchy-24_R		22624
	663802203	armor_04_R_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_04.R.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R_Armor\armor_04_R_cm-St		954464
	783578843	FNF_DSDZ_foley_footsteps_rocks_crunchy-20_R	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-20.R_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R\FNF_DSDZ_foley_footsteps_rocks_crunchy-20_R		26208
	790461087	armor_02_R_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_02.R.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R_Armor\armor_02_R_cm-St		954464
	806226246	FNF_DSDZ_foley_footsteps_rocks_crunchy-37_R	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-37.R_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R\FNF_DSDZ_foley_footsteps_rocks_crunchy-37_R		31840
	814855096	armor_10_R_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_10.R.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R_Armor\armor_10_R_cm-St		954464
	848935093	FNF_DSDZ_foley_footsteps_rocks_crunchy-08_R	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-08.R_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R\FNF_DSDZ_foley_footsteps_rocks_crunchy-08_R		17504
	881860423	FNF_DSDZ_foley_footsteps_rocks_crunchy-24_L	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-24.L_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L\FNF_DSDZ_foley_footsteps_rocks_crunchy-24_L		22624
	889305147	armor_10_L_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_10.L.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L_Armor\armor_10_L_cm-St		954464
	906733076	FNF_DSDZ_foley_footsteps_rocks_crunchy-08_L	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-08.L_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L\FNF_DSDZ_foley_footsteps_rocks_crunchy-08_L		16992
	910652040	FNF_DSDZ_foley_footsteps_rocks_crunchy-20_L	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-20.L_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L\FNF_DSDZ_foley_footsteps_rocks_crunchy-20_L		26208
	912805033	FNF_DSDZ_foley_footsteps_rocks_crunchy-12_L	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-12.L_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L\FNF_DSDZ_foley_footsteps_rocks_crunchy-12_L		21088
	932863177	FNF_DSDZ_foley_footsteps_rocks_crunchy-36_L	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-36.L_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L\FNF_DSDZ_foley_footsteps_rocks_crunchy-36_L		28768
	952665270	armor_01_L_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_01.L.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L_Armor\armor_01_L_cm-St		954464
	963713112	FNF_DSDZ_foley_footsteps_rocks_crunchy-12_R	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\Audio Files\FNF_DSDZ_foley_footsteps_rocks_crunchy-12.R_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R\FNF_DSDZ_foley_footsteps_rocks_crunchy-12_R		23648
	978990924	armor_06_L_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_06.L.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L_Armor\armor_06_L_cm-St		954464
	984218682	armor_03_R_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_03.R.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-R\Step_R_Armor\armor_03_R_cm-St		954464
	1002755762	armor_03_L_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_03.L.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L_Armor\armor_03_L_cm-St		954464
	1051505285	armor_05_L_cm-St	F:\GitHub\Pyramind_GA_FPS\Pyramind_GameAudio_FPS_01_WwiseProject\.cache\Windows\SFX\armor_05.L.cm-St_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player-Footstep-L\Step_L_Armor\armor_05_L_cm-St		954464

